carID,price
12672,24576.635
12673,10926.7
12675,17322.12
12677,2184.94
12680,15221.37
12683,40016.07
12685,37169.47
12687,13324.85
12692,45419.2
12694,11662.3
12702,34187.07
12703,18636.01
12704,17804.96
12705,75565.4
12708,23526.02
12710,16262.65
12711,35302.9
12713,29716.85
12715,21951.68
12716,27248.92
12726,18272.15
12728,23341.15
12734,28374.27812641606
12736,9107.78
12746,57971.08
12750,13382.91
12754,20414.69
12755,20738.04
12759,20809.63
12762,14943.16
12763,20551.71
12767,73521.18
12768,16010.72
12772,12211.39
12773,16872.51
12777,39976.84
12779,15743.26
12788,8372.33
12789,25172.94
12790,40126.51
12796,10971.06
12798,14758.7
12804,14016.6
12805,19674.0
12807,27176.3325
12810,26902.26
12811,49765.26
12812,11427.43
12818,6028.03
12821,15353.12
12822,28637.08
12825,30751.38
12829,18314.97
12831,30225.81
12832,26192.68
12833,28381.59
12836,15779.75
12838,24816.88
12841,35386.6
12843,18473.36
12848,10779.71
12850,19992.6
12853,13612.53
12855,13872.25
12858,11800.3
12859,8921.99
12860,46189.93
12861,58335.98
12862,10576.39
12866,74066.79
12869,10209.48
12870,9866.34
12872,52580.5
12873,18025.35
12874,20714.28
12877,39095.02
12878,28640.55
12881,6497.66
12882,21988.96
12887,11781.15
12892,18463.52
12893,20664.94
12895,42355.05
12896,15309.91
12897,30676.11
12902,13851.27
12907,12580.31
12912,13928.73
12918,5733.63
12919,7257.16
12936,28773.83
12938,15570.95
12939,35906.35
12946,13777.87
12947,31215.53
12950,5269.77
12954,10930.87
12955,13073.36
12958,25264.875
12960,33433.4
12961,9677.32
12964,19843.51
12965,19441.81
12970,40015.66
12974,7781.77
12979,14786.05
12981,5641.28
12982,13945.04
12985,9746.64
12986,26152.28
12988,23875.87
12989,12885.25
12992,9925.53
12993,12089.0
12996,20021.91
12998,32864.32
12999,29649.44
13000,18422.2
13001,17747.37
13002,20590.7
13003,3410.89
13004,26609.38
13012,33320.47
13013,15924.94
13016,24051.39
13017,4664.01
13020,18459.29
13024,21242.55
13031,39891.65
13034,13554.05
13040,17436.61
13041,32733.08
13042,8844.52
13043,26770.875
13046,13453.8
13047,27074.835714285713
13049,12964.87
13050,52338.17
13051,15091.06238095238
13057,18351.1
13058,20876.44
13063,17255.3
13064,29460.14
13069,60074.46
13071,21660.72
13072,8683.34
13073,14819.05
13074,26616.62
13079,10949.64
13081,27742.69
13087,11271.76
13089,7170.38
13096,20826.44
13098,12038.24
13106,18633.37
13109,55674.15
13114,20780.14
13115,39499.27
13116,12134.95
13119,16588.61
13122,9133.606666666667
13126,18153.64
13129,19128.36
13133,29718.63
13134,17722.01
13136,8159.7
13140,9728.14
13144,9446.43
13146,12561.13
13147,30945.55
13148,20218.45
13150,11570.66
13152,22028.23
13153,19761.38
13155,26700.8
13156,15399.08
13159,21846.46
13160,10931.94
13170,34530.945
13173,10749.42
13174,17436.05
13178,14473.25
13181,11241.99
13184,16637.94
13186,19836.38
13188,22592.62
13189,19846.15
13191,25913.652891879352
13194,16178.5575
13195,21497.6
13197,13818.96
13201,29938.49
13214,20998.69
13215,18313.61
13216,16722.53
13218,23654.35
13220,39876.03
13221,22759.42
13227,12089.45
13231,19928.46
13234,55757.83
13238,18237.07
13240,16295.51
13244,8273.65
13245,32278.574999999997
13248,26069.41
13249,21461.93
13250,42394.66
13256,41945.03
13257,46035.68
13262,6231.97
13265,20464.21
13267,21271.28
13273,15913.55
13275,10067.23
13279,27791.83
13280,5624.24
13287,24641.8
13291,13294.8
13295,43095.98
13298,25913.652891879352
13299,8375.05
13305,23086.68
13306,7103.0
13311,12669.73
13313,46219.39
13314,11503.37
13315,28589.529999999995
13316,9218.13
13319,43548.66
13326,49015.2
13327,19866.1
13328,37428.47
13329,39602.18
13335,23615.53
13337,16166.06
13338,22282.43
13349,13514.71
13351,20996.85
13352,11688.08
13355,43100.35
13361,14435.27
13364,9226.96
13366,16604.92
13367,6022.27
13368,18536.24
13371,32466.8
13375,95573.93
13377,49973.67
13379,11085.58
13383,8457.7
13384,13040.2
13386,8823.96
13387,16538.92
13393,18017.01
13396,9575.51
13398,12721.61
13400,19717.97
13402,9121.81
13406,33007.65
13408,55605.6
13409,10990.38
13413,15325.64
13414,19549.48
13416,19158.64
13419,44902.5
13420,17601.38
13422,11389.37
13424,26726.31
13432,7765.48
13433,2980.06
13437,15583.09
13438,6930.42
13442,27417.13
13443,16220.21
13444,14784.81
13446,18208.1
13447,42844.51
13449,5936.99
13454,3265.35
13460,22918.471666666668
13462,15982.46
13468,65310.19
13470,15691.09
13472,14204.87
13473,14913.24
13477,29456.05
13478,12416.75
13479,5299.33
13480,8603.74
13496,50862.66
13503,12485.48
13504,37296.77
13505,33170.32
13508,29080.55
13509,12773.76
13513,70456.02
13524,84515.44
13525,11255.84
13526,36164.12
13530,8404.926666666668
13534,21629.16
13535,29957.87
13541,29219.12
13547,58447.67
13551,45429.36
13552,31294.13
13553,18689.16
13558,6338.73
13562,59016.79
13563,15278.33
13566,15893.51
13573,52713.35
13577,27111.6
13581,31641.12
13584,16041.02
13587,10376.23
13594,17189.82
13595,21044.08
13597,28414.34
13603,21683.46
13604,10650.92
13606,13983.08
13610,48745.22
13617,6358.22
13619,32380.38
13620,53741.66
13621,12230.47
13622,38205.6
13624,74337.6
13626,15519.97
13627,12088.27
13628,8670.0
13631,32564.36
13634,46684.93
13639,4260.85
13640,14136.41
13645,3346.81
13647,23493.79
13649,25338.18
13651,17670.93
13652,9037.76
13654,37456.27
13655,52881.19
13662,57735.01
13665,26013.67
13666,15596.83
13668,6513.02
13670,9522.22
13672,16359.76
13678,8253.1
13682,40456.96
13684,40900.78
13689,47644.54
13690,8730.6
13692,45864.15
13695,12435.75
13698,37597.73
13700,14517.8
13702,27742.2
13707,17816.21
13712,3796.05
13713,9028.8
13716,18709.62
13719,36396.0
13721,38829.09
13729,7151.82
13730,26377.38
13731,23646.57
13733,16456.5275
13736,21790.67
13742,14039.76
13746,9333.89
13751,43974.7
13755,28614.15
13756,22645.73
13759,15351.17
13767,6672.13
13768,22384.35
13771,2856.4
13774,19254.22
13775,13708.8
13776,14405.87
13781,18393.03
13785,22922.22833333333
13787,35080.75
13788,21719.97
13789,5570.84
13790,18048.63
13791,45060.61
13792,22278.94
13793,50533.38
13794,12235.72
13795,5081.87
13797,19012.89
13804,12974.22
13812,25690.7
13813,20173.57
13814,10213.26
13820,47494.17
13823,5005.74
13825,14348.27
13828,18728.08
13830,60624.62
13831,14978.42
13833,30818.18714285714
13834,41691.69
13837,28893.17
13838,11620.43
13842,16818.35
13845,10958.77
13847,10013.42
13850,17859.48
13854,28858.16
13856,35985.74
13857,10540.26
13858,17984.39
13861,7287.15
13865,5364.26
13869,20799.7
13872,37007.25
13875,20674.83
13877,13013.99
13878,13554.09
13882,54771.58
13885,45232.84
13889,19947.14
13890,12922.38
13892,10855.558333333332
13895,20383.52
13896,19814.19
13897,13950.61
13898,15550.1
13900,17147.22
13901,12074.82
13903,21856.78
13906,47173.85
13909,32276.5
13914,84518.05
13915,27674.76
13916,10237.78
13919,17267.34
13921,7747.86
13922,39876.74
13925,94170.33
13926,29627.0
13927,17569.7
13928,46919.51
13929,2744.67
13930,6816.39
13934,26411.63
13935,4837.21
13944,46101.13
13945,2762.15
13947,16178.61
13951,7702.43
13953,28010.37
13955,15157.74
13958,9699.11
13959,18955.25
13966,30611.81
13967,135407.11
13969,42409.28
13972,48230.92
13978,35662.64
13981,11143.24
13984,12235.72
13991,21553.81
13994,21176.54
13998,18054.63
14001,51065.24
14005,39849.48
14006,12631.82
14008,11075.01
14009,15032.02
14019,41157.21
14020,11446.99
14026,57130.1
14029,30807.41
14037,24791.65
14038,18536.97
14039,15873.77
14042,16700.29
14044,16612.75
14048,17896.77
14052,18532.12
14058,19948.1
14063,8055.05
14065,21930.83
14069,18251.19
14071,18860.44
14072,43420.14
14078,20769.67
14079,9226.46
14080,16407.88
14089,9908.81
14091,16995.15
14094,14525.965
14097,9295.0
14098,20939.97
14099,11585.98
14100,24608.75
14102,63612.35
14105,7952.97
14107,1696.43
14110,18108.48
14111,14144.09
14120,23289.68
14122,17540.11
14126,45055.75
14130,7974.05
14133,17746.26
14135,5179.42
14140,15485.63
14147,12630.61
14150,4972.41
14151,53760.0
14154,31107.22
14156,27550.83
14161,8136.19
14172,7444.61
14173,43728.12
14176,19102.97
14177,19987.27
14178,23990.22
14180,14280.81
14181,9358.82
14182,15577.01
14183,13915.78
14184,37963.39
14186,8607.55
14189,21165.07
14191,16767.58
14192,8387.98
14194,19940.56
14199,12080.69
14201,23921.45
14204,29771.55
14210,22075.09
14211,13187.37
14215,30893.089166666665
14218,4291.99
14219,17428.77
14220,17088.37
14221,9430.96
14224,18185.86
14226,16824.53
14230,45621.02
14234,9831.03
14240,14520.82
14243,5024.79
14245,11143.94
14246,26889.41
14248,17920.56
14251,35490.39
14257,15102.46
14259,13731.59
14262,18855.31
14264,23976.61
14267,56301.12
14273,6492.08
14278,13833.97
14280,47666.33523809525
14286,18614.25
14287,17094.44
14288,9776.23
14291,64782.06
14298,9373.38
14301,43681.69
14304,19956.47
14305,24100.05
14306,18734.74
14307,30484.64
14309,12458.36
14313,10527.8
14314,76056.45
14318,15360.98
14321,6089.75
14326,52732.96
14327,5347.75
14331,16547.17
14332,8306.416666666668
14333,16901.1
14343,40961.41
14351,11995.18
14354,18217.1
14360,36583.86
14361,10701.51
14367,14639.27
14370,22355.08
14371,8327.52
14375,45073.36
14377,34280.1
14382,21230.68
14383,21890.01
14387,48940.41
14391,12292.79
14394,20879.55
14395,17259.85
14399,33821.60833333334
14401,8185.29
14402,15452.75
14404,10599.6
14406,5455.7
14409,38015.46
14410,8032.49
14411,6035.28
14418,15857.25
14420,47077.09
14421,11029.32
14423,7282.443333333333
14424,20548.91
14427,45475.05
14430,14785.77
14431,17630.32
14440,25515.19
14442,6382.42
14444,43323.94
14447,9756.18
14448,32845.59
14449,12524.02
14450,23877.7
14451,13701.77
14452,22086.44
14453,18110.49
14456,19006.68
14462,16745.52
14463,34072.58214285714
14466,10476.14
14468,23246.68166666667
14472,10749.71
14473,43178.73
14474,72663.2
14476,27951.94
14477,46429.83
14480,25366.45
14481,22382.7
14483,17507.81
14488,19291.76
14493,12081.38
14494,20436.93
14500,28623.9
14501,17151.92
14502,25804.34833333333
14503,4388.8
14504,17321.48
14505,14330.26
14506,49387.69
14507,22442.77
14508,19442.43
14512,16557.91
14513,18355.81
14514,12107.41
14515,33418.2
14516,40465.05
14518,35187.44
14519,17219.22
14522,10473.73
14523,65933.62
14524,47893.97
14525,13484.16
14527,30763.26
14530,65067.7
14536,12864.75
14538,25531.1
14548,16605.8
14549,11052.67
14552,3307.84
14553,18620.27
14555,13811.15
14562,27867.014
14564,11039.81
14567,16952.79
14568,16064.03
14572,20940.47
14573,25136.34
14574,7241.35
14575,13053.44
14576,19918.63
14579,21803.58
14581,10677.25
14582,22131.78
14587,10859.75
14588,16284.41
14591,8576.2
14592,39729.56
14596,20771.86
14601,13186.41
14602,51148.5
14605,40967.27
14608,32241.81
14619,15957.02
14622,17164.538345238092
14623,30740.47
14629,10447.31
14630,8134.51
14631,37871.17
14633,36429.39
14638,12022.12
14640,24896.39
14642,7821.62
14643,58447.67
14644,13764.32
14645,34981.63
14650,9484.736666666666
14658,57555.78
14661,19856.98
14664,14856.94
14667,14147.06
14670,47998.71
14671,14277.68
14674,34726.26
14681,38289.84
14682,3931.25
14685,28871.54
14688,8047.41
14691,14380.28
14693,50805.78
14694,17182.99
14697,26013.35
14700,7869.57
14701,18046.37
14703,31548.1
14708,28804.21
14715,7976.3
14718,21441.81
14719,44092.62
14722,9215.41
14724,6618.39
14726,39528.53
14727,21501.37
14729,74871.95
14734,22544.03
14737,16829.7
14742,6047.52
14744,10870.94
14748,7823.57
14749,7229.93
14756,23765.76
14758,34728.41
14760,38261.46
14762,18121.7
14773,21673.32
14776,15748.176666666668
14778,70807.46
14779,11650.83
14780,17739.05
14781,26748.45
14782,12471.81
14784,89501.78
14787,25185.42
14791,17166.64
14792,25657.65
14797,21829.8
14804,11588.82
14806,10286.86
14811,128777.61
14812,11775.81
14814,18340.76
14818,45486.77
14819,9607.72
14827,22933.58
14829,12798.77
14830,8285.81
14836,16696.7
14843,7023.92
14847,40990.02
14848,7275.37
14850,14875.9
14851,15700.88
14854,12913.63
14855,11677.04
14857,10333.76
14858,20059.13
14861,21328.05
14866,24053.25
14870,15383.35
14872,11440.57
14874,7409.493333333334
14883,10705.79
14886,8118.56
14887,24318.86
14889,21988.96
14893,29836.5
14899,18522.256666666668
14900,26424.7825
14907,21110.09
14911,18206.18
14913,3326.24
14915,65024.76
14916,20968.2
14919,16899.52
14924,25152.44
14925,34329.265
14927,4383.57
14936,18317.0
14940,14397.06
14943,52408.99
14945,18963.53
14950,21114.58
14952,58000.51
14955,6340.443333333333
14958,16964.27
14964,13198.82
14966,17964.93
14967,13790.99
14968,7993.526666666668
14972,17835.12
14978,11306.02
14982,2714.84
14984,50530.44
14985,8197.77
14986,19047.72
14987,13014.92
14988,26118.51
14991,76938.98
14997,8953.11
14998,30230.185714285715
14999,12855.97
15000,57677.37
15002,28406.82
15003,10006.74
15004,16976.96
15005,30812.61
15006,7255.17
15008,27650.585833333334
15014,6430.1
15021,45041.74
15022,8680.93
15027,12557.88
15031,47908.57
15036,51016.9
15037,8214.88
15038,39188.7
15039,26095.79
15046,33934.345
15047,22810.3
15055,35904.62
15056,30190.0
15061,19463.19
15062,9822.75
15069,19917.94
15072,28832.58
15073,17244.59
15075,8764.76
15076,28080.93
15077,15186.98
15079,28948.54
15082,3682.41
15085,14097.68
15089,15943.67
15093,2821.35
15094,25049.76
15095,4118.99
15098,14575.25
15099,15542.61
15104,39717.73
15105,14786.05
15109,16620.65
15112,12276.83
15117,28074.28
15124,17746.691666666666
15127,6559.88
15131,21670.25
15132,18740.06
15134,21165.12
15144,10619.06
15145,14012.39
15146,53459.91
15147,20390.35
15148,42310.53
15150,6445.82
15155,27489.405
15156,10786.14
15157,55926.93
15160,32861.36
15163,42402.18
15165,13507.86
15168,34274.4
15170,4972.41
15172,24630.1
15175,28292.5
15176,28883.96
15182,16172.78
15183,59065.87
15186,18962.23
15188,50741.29
15189,44487.46
15196,84446.84
15203,48628.9
15204,18892.22
15205,18461.22
15208,2869.99
15212,34305.16547619047
15213,19793.86
15220,15316.81
15225,7079.67
15228,3462.01
15229,4707.76
15231,10142.96
15232,7483.68
15233,16966.85
15242,22157.95
15243,7349.186666666667
15247,16733.03
15259,21136.42
15261,6331.16
15263,6213.71
15264,14072.44
15271,20425.16
15272,64915.58
15275,10580.07
15277,19904.31
15280,32540.86
15284,50817.03
15285,21806.25
15286,15608.32
15287,16594.92
15289,10130.42
15290,19851.46
15292,23296.26
15295,3846.97
15297,20131.77
15298,10285.49
15300,47313.66
15305,17100.48
15306,15804.24
15309,57064.52
15314,23120.22
15315,6196.73
15320,16128.32
15321,19526.17
15322,18132.83
15325,30818.18714285714
15327,29957.87
15329,8423.68
15338,55743.62
15339,22952.12
15342,18252.46
15345,12303.88
15346,49097.99833333334
15347,14274.7
15348,11816.65
15353,14039.19
15356,13944.51
15360,14299.996666666666
15365,15167.85
15372,19629.12
15374,20880.7
15375,32129.03
15380,20480.54
15388,15763.04
15393,23192.59
15400,9855.73
15404,34480.15
15406,4283.06
15407,18314.8
15409,6801.24
15410,19344.99285714286
15411,24379.91
15413,24765.21
15414,49394.83
15415,21951.68
15416,6530.63
15420,8110.64
15423,6085.66
15430,25411.55
15431,11593.34
15434,43919.71
15436,27332.53
15437,10142.55
15440,9017.82
15443,26856.43
15444,116182.79
15445,31606.34
15446,45666.81
15447,39363.53
15452,53177.52
15454,16940.37
15455,44272.66
15461,11303.32
15462,15483.74
15463,25980.94
15464,17724.98
15465,38605.22
15467,26395.63
15470,29889.8
15471,14707.02
15473,30164.49
15479,23398.08
15481,11563.335
15483,1370.17
15487,9589.07
15489,8425.17
15496,7543.19
15499,9636.65
15500,30659.68
15506,6286.95
15507,26811.74
15509,31479.32
15511,28103.717176434668
15512,20231.56
15513,14028.79
15514,9427.4
15516,18582.46
15519,13094.37
15520,17825.4
15521,33238.16
15527,8449.67
15529,16891.22
15536,30071.37
15539,10447.54
15543,20252.07
15547,37615.1
15548,27634.92
15550,1470.11
15566,21542.23
15568,15748.08
15575,4806.23
15579,46728.14
15581,7074.12
15583,28462.4
15588,31551.73
15595,34716.17880952381
15597,31622.09
15599,10042.41
15602,17527.18
15603,6833.59
15606,9176.11
15607,31205.0
15608,10787.13
15609,11302.44
15611,15713.26
15614,18625.69
15615,10152.11
15619,39167.73
15620,17445.38
15623,33198.51
15624,6828.88
15625,14688.95
15626,13553.78
15627,57048.26
15631,18254.0
15632,13362.84
15634,15052.59
15639,12513.67
15641,6853.38
15645,12685.58
15648,7223.31
15649,9173.41
15654,7450.54
15656,44472.68
15661,57509.67
15664,47262.78
15665,20109.53
15668,19687.98
15670,22921.66
15671,10656.23
15675,1440.73
15677,32253.974999999995
15683,29442.42
15687,21726.92
15691,10723.37
15692,18268.28
15694,16322.29
15699,11410.27
15700,10687.38
15701,46244.24
15702,33425.1
15703,19914.47
15704,38456.77
15707,20496.64
15708,44143.14
15709,20529.03
15710,10988.63
15714,47356.818333333336
15717,22593.91
15718,11951.28
15731,55574.53
15732,45232.84
15733,27647.65
15734,11473.06
15738,13223.41
15742,35339.07
15748,17473.471833333333
15750,27967.13
15753,24382.84
15755,17503.29
15757,21954.73
15762,31321.96
15763,14834.99
15765,37762.51
15766,45238.55
15768,35422.54
15776,21800.83
15779,7741.88
15785,30127.3
15788,35014.16
15790,28171.81
15792,45256.06
15793,17107.53
15795,6426.84
15798,7784.32
15803,32862.78
15805,21653.23
15807,20445.9
15808,16648.3
15814,8546.13
15815,23077.55
15820,35973.253
15824,51371.04
15826,21810.35
15827,18018.58
15830,9001.01
15831,22213.88
15834,34376.23
15835,13424.69
15836,10481.01
15838,9886.75
15840,29657.25
15843,9662.24
15846,10271.87
15850,6075.15
15852,7975.11
15853,5459.14
15856,9430.09
15858,6712.14
15860,15847.18
15863,31697.07
15869,26406.02
15870,11319.35
15873,25417.29
15875,36638.26
15877,8390.02
15889,15564.62
15890,9579.68
15891,43443.17
15892,12221.34
15893,32131.24
15901,21287.1
15907,18071.61
15910,25397.68
15912,16319.69
15915,31292.64
15921,19647.72
15922,18854.9
15925,23350.12
15928,14040.97
15929,21152.71
15933,7632.64
15934,13129.74
15935,22974.1
15936,24646.82
15941,9133.71
15943,26232.98
15946,19445.54
15950,18659.1
15959,20178.81
15963,19172.83
15964,8538.71
15969,13564.74
15972,32169.94
15973,47842.51
15978,19373.5
15981,39724.17
15985,46973.19
15986,31442.48
15987,37724.33
15988,21129.37
15989,18136.49
15990,32941.52
15991,43420.14
15992,16686.48
15994,16783.4
15996,29274.02
16011,13357.21
16016,16333.65
16018,65440.19
16021,46045.19
16023,24195.44
16027,19889.5
16029,16636.23
16030,25334.03
16034,22338.16
16037,14679.37
16042,70430.68
16043,36154.36
16044,34697.42
16046,21689.49
16052,53254.05
16057,18116.33
16062,18611.55
16063,66166.41
16064,23516.96
16066,9143.27
16067,10436.67
16070,32204.1
16072,52092.6
16073,2402.32
16077,15822.38
16080,30894.09
16084,19612.88
16086,10435.62
16087,49225.25333333333
16093,14887.52
16097,38709.73
16099,15715.88
16101,6155.94
16103,8194.55
16112,32765.03
16113,20814.0
16116,21697.63
16120,31006.55
16122,24509.55
16126,19810.77
16127,22824.4
16129,16906.945
16130,21151.22
16136,9596.51
16145,26219.9
16147,13878.73
16152,6890.92
16157,17990.87
16158,17688.77
16160,46531.35
16161,45674.19
16165,10341.53
16166,6281.24
16167,55883.67
16172,13534.2775
16174,14757.19
16176,10904.77
16181,47140.61
16188,4744.58
16196,21825.07
16197,17249.98
16198,36592.41
16199,12386.18
16203,48257.44
16206,5719.04
16207,4369.05
16214,57541.28
16215,8676.745
16216,39984.8
16217,9738.58
16225,33869.41
16226,26278.745
16227,12844.94
16229,1991.16
16230,71190.17
16232,9658.97
16233,37283.3
16235,21764.61
16237,8646.6
16242,15503.31
16246,6670.0
16252,30290.14
16253,31177.17
16255,45614.97
16259,34963.22
16260,32416.08
16263,45090.98
16264,30218.66
16272,12681.89
16279,5375.34
16280,47669.92
16288,18948.38
16289,24058.34
16290,13888.81
16292,45404.97
16295,21542.1
16297,11822.76
16298,19083.07
16301,21390.44
16302,11279.59
16307,48963.12
16310,27852.67
16311,21556.71
16313,19315.58
16314,21845.34
16318,27161.6725
16319,9244.01
16320,10770.02
16324,20519.71
16325,9012.42
16326,36704.14
16327,17531.146666666664
16329,11629.43
16330,47256.13
16334,15913.55
16339,17120.12
16342,21926.95
16343,48304.16
16344,11717.94
16345,42884.77
16347,18554.6
16348,19792.88
16350,45619.43
16351,48346.07
16353,10993.66
16354,19046.62
16356,19818.33
16358,33189.47
16361,14790.3
16362,40718.1
16368,17412.94
16370,27422.99
16371,7948.276666666667
16372,19411.59
16373,12304.21
16376,37931.98
16380,18452.589333333333
16381,17079.08
16385,5421.46
16386,32766.2
16388,32847.73
16389,12967.23
16392,12378.28
16394,68558.11
16395,21224.89
16396,20143.94
16397,16016.6
16399,20007.73
16404,24665.4
16405,23994.12
16406,10968.19
16408,25324.47
16409,28914.46
16413,62199.33
16424,37120.93
16427,21962.93
16429,11628.63
16434,9510.89
16435,14178.9
16437,24023.93
16443,5326.96
16446,8080.33
16447,29559.79
16453,22530.48
16455,34555.86
16459,57906.54
16460,18217.02
16462,16094.42
16463,8327.52
16464,34407.72
16465,45025.55
16467,8996.0
16471,8625.85
16472,11196.13
16475,18185.86
16479,18736.95
16482,13306.57
16489,14988.33
16490,13553.78
16493,44822.75
16498,17423.49
16500,16885.13
16502,12082.74
16504,16964.31
16507,6282.27
16508,28033.45
16513,37077.01
16516,18291.07
16525,10424.47
16530,19315.58
16531,54565.56
16535,18664.44
16536,6987.74
16537,10064.11
16538,48963.96
16539,7986.23
16540,18288.1
16541,6674.18
16543,48227.12
16546,15810.49
16551,36174.14
16552,35558.54
16557,14831.62
16559,16064.03
16563,12962.16
16568,7562.97
16570,15282.63
16572,18499.576666666664
16575,46237.95
16579,13432.19
16580,47374.63
16585,40912.99
16586,14464.33
16588,73294.27
16589,16228.44
16591,11395.23
16593,5389.74
16595,17844.96
16596,20562.08
16599,11433.43
16601,22072.17
16604,16476.76
16605,51219.06
16610,55701.85
16611,75285.2
16612,14533.94
16614,10094.11
16615,15418.43
16625,11224.12
16627,28232.82
16643,35270.73
16644,19709.19
16648,25144.54
16649,18207.88
16652,18153.01
16653,17499.46
16654,1992.57
16658,23349.11
16659,14163.08
16660,30550.35
16662,8953.7
16667,23478.28
16673,20495.8
16674,6038.02
16675,14379.78
16676,4460.92
16680,22356.85
16681,29982.725
16682,34771.09
16684,17062.95
16690,18610.83
16693,36820.75
16696,13448.44
16699,15739.19
16700,58377.05
16701,18054.67
16702,47985.37
16703,9393.23
16706,22063.11
16713,19469.1
16719,23560.735
16721,47012.55
16724,3215.16
16725,35219.57
16731,20690.17
16733,33785.22
16740,6670.76
16743,22003.74
16746,22007.23
16747,50892.34
16750,36735.81
16751,12025.22
16754,26747.7
16756,21928.56
16762,5535.42
16768,17575.09
16769,12433.61
16772,26330.07
16775,19611.55
16776,14692.75
16786,13562.02
16789,48978.44
16790,11127.63
16791,19814.19
16794,15567.67
16795,41058.76
16797,14434.31
16798,14802.94
16804,14991.25
16806,35304.57
16815,15201.45
16819,17928.8
16821,65165.57
16824,30430.18
16827,20400.18
16828,10576.03
16831,16927.7
16834,25103.04
16838,14532.1
16841,13552.01
16847,29345.84
16848,23308.21
16853,14467.91
16855,7822.85
16858,12164.1
16862,59382.05
16864,27905.62
16869,17807.11
16873,41188.02
16880,19614.88
